Tahun,Provinsi,Kabupaten/Kota,Rumah Tangga,Perkantoran,Pasar,Perniagaan,Fasilitas Publik,Kawasan,Lain
2020,Sumatera Selatan,Kab. Empat Lawang,140.0,0.1,35.7,0.58,0.14,0.35,0.42
2020,Sulawesi Selatan,Kab. Kepulauan Selayar,33.0,5.5,16.0,7.1,4.6,2.0,0.0
2020,Bali,Kab. Tabanan,0.0,0.0,530.0,0.0,0.0,0.0,0.0
2020,Jawa Timur,Kab. Trenggalek,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Lampung,Kab. Pesawaran,132.0,15.0,40.0,19.0,19.0,13.0,10.0
2020,Kepulauan Riau,Kab. Bintan,24.04,2.67,10.68,3.75,3.2,4.81,4.27
2020,Riau,Kab. Pelalawan,91.12,6.0,30.0,6.0,6.0,6.0,6.0
2020,Sulawesi Utara,Kab. Minahasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kab. Semarang,32.5,23.3,28.2,0.0,0.0,6.2,2.0
2020,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Maluku Utara,Kota Tidore Kepulauan,36.32,6.36,18.16,13.62,9.06,5.47,1.82
2020,Kalimantan Selatan,Kab. Barito Kuala,37.5,9.3,19.0,10.5,8.0,4.0,5.0
2020,D.I. Yogyakarta,Kota Yogyakarta,199.06,2.35,34.63,79.82,41.66,1.17,2.1
2020,Bengkulu,Kab. Bengkulu Tengah,37.22,5.5,10.4,3.5,1.5,0.0,0.0
2020,Sulawesi Selatan,Kab. Maros,75.2,9.0,30.21,2.0,8.0,0.0,33.0
2020,Kalimantan Selatan,Kota Banjarbaru,124.15,0.4,2.0,1.76,4.33,14.48,0.0
2020,Sumatera Barat,Kota Payakumbuh,76.96,0.74,9.19,6.69,3.29,0.34,0.54
2020,Aceh,Kab. Aceh Timur,17.35,5.0,10.0,8.0,5.0,2.0,2.0
2020,Kalimantan Barat,Kab. Mempawah,3.92,8.27,27.35,8.58,8.72,11.37,2.63
2020,Gorontalo,Kab. Pohuwato,6.4,1.1,3.3,1.2,0.9,0.5,1.5
2020,Jawa Timur,Kota Blitar,67.47,0.7,2.1,1.4,1.1,0.4,1.4
2020,Jawa Tengah,Kab. Batang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,DKI Jakarta,Kota Adm. Jakarta Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Lampung,Kota Metro,49.51,10.31,18.56,11.35,6.19,4.13,3.09
2020,Sumatera Barat,Kota Sawahlunto,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sulawesi Tenggara,Kab. Kolaka Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,DKI Jakarta,Kota Adm. Jakarta Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sulawesi Utara,Kota Bitung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kota Salatiga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Barat,Kota Banjar,60.98,2.25,8.17,9.3,1.95,1.09,0.0
2020,Sulawesi Selatan,Kab. Soppeng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Barat,Kab. Pasaman Barat,32.7,0.01,15.0,0.12,0.8,0.0,0.0
2020,Jawa Timur,Kab. Sidoarjo,99999.99,3964.8,55506.8,27753.4,7929.5,39647.7,99999.99
2020,Sulawesi Selatan,Kota Palopo,10.0,0.09,15.0,3.0,2.0,3.0,3.0
2020,Aceh,Kota Langsa,16.0,1.2,14.0,8.0,5.0,2.0,0.0
2020,Kalimantan Tengah,Kab. Barito Utara,32.5,5.2,24.0,2.0,1.5,2.0,1.5
2020,Jawa Barat,Kab. Ciamis,281.8,23.0,94.9,97.8,28.8,23.0,23.0
2020,Sulawesi Tengah,Kab. Parigi Moutong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Utara,Kab. Samosir,12.0,2.0,5.0,5.0,1.0,3.0,1.0
2020,Sulawesi Selatan,Kab. Luwu Timur,16.0,4.0,8.0,4.0,2.0,2.0,6.0
2020,Jawa Timur,Kab. Tuban,136.8,6.96,100.8,82.78,53.43,95.62,15.0
2020,Jawa Tengah,Kab. Pati,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kepulauan Riau,Kota Tanjung Pinang,16.9,2.3,10.2,5.1,4.4,5.9,9.4
2020,Maluku,Kab. Buru Selatan,4.16,0.41,2.51,9.92,1.42,0.0,1.05
2020,Sumatera Selatan,Kab. Ogan Komering Ulu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Utara,Kab. Asahan,369.28,2.68,3.53,77.36,13.14,6.96,151.91
2020,Kalimantan Tengah,Kota Palangkaraya,149.45,88.4,40.0,20.84,1.0,0.0,45.39
2020,Banten,Kab. Lebak,1.3,119.8,8.0,50.3,134.2,131.3,69.3
2020,D.I. Yogyakarta,Kab. Kulon Progo,0.43,0.0,0.23,0.0,0.0,0.0,0.0
2020,Jawa Timur,Kab. Magetan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jambi,Kab. Bungo,16.61,1.4,67.14,1.32,1.04,2.48,64.52
2020,Sumatera Utara,Kab. Langkat,8.5,5.4,7.6,6.0,3.9,1.9,2.8
2020,Sumatera Selatan,Kab. Ogan Ilir,219.5,5.3,35.1,23.4,2.0,0.0,7.3
2020,Sumatera Utara,Kota Tebing Tinggi,74.66,9.43,21.17,8.81,4.36,3.67,0.39
2020,Jawa Timur,Kab. Pamekasan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kab. Tegal,727.5,53.21,128.0,30.2,14.5,54.6,10.0
2020,Sumatera Selatan,Kab. Musi Rawas,267.53,0.08,12.88,1.18,0.62,0.18,4.55
2020,Banten,Kota Cilegon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Bengkulu,Kab. Kepahiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Barat,Kab. Lima Puluh Kota,56.0,14.0,37.0,22.0,19.0,5.0,3.0
2020,Bali,Kab. Buleleng,527.27,1.55,6.78,1.36,1.16,0.58,0.39
2020,Jawa Tengah,Kab. Magelang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kalimantan Timur,Kota Bontang,82.2,5.06,5.91,0.0,3.03,6.8,0.48
2020,Jawa Barat,Kota Bogor,262.5,0.03,20.5,1.1,4.2,2.8,208.0
2020,Papua Barat,Kab. Manokwari,128.35,0.0,19.8,4.4,4.12,0.0,0.0
2020,Sulawesi Selatan,Kab. Bantaeng,22.86,0.88,1.7,1.73,0.1,0.0,2.0
2020,Sumatera Barat,Kab. Sijunjung,14.6,7.3,9.2,0.9,2.2,0.7,0.0
2020,Kepulauan Riau,Kab. Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Riau,Kab. Kuantan Singingi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sulawesi Utara,Kab. Minahasa Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Aceh,Kab. Bener Meriah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Timur,Kota Madiun,85.84,5.16,9.41,4.78,4.61,3.17,2.03
2020,Kalimantan Selatan,Kab. Hulu Sungai Selatan,42.31,0.79,34.08,5.69,4.71,3.6,1.88
2020,Bali,Kab. Jembrana,56.38,2.8,12.4,15.4,7.32,3.1,2.6
2020,Jawa Barat,Kota Tasikmalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Lampung,Kab. Way Kanan,165.3,1.16,5.4,0.42,0.04,0.0,19.56
2020,Kalimantan Timur,Kab. Kutai Kartanegara,58.47,8.18,1.08,5.51,52.6,84.81,0.9
2020,Nusa Tenggara Barat,Kab. Lombok Timur,90.24,0.15,15.0,3.0,10.73,0.47,21.0
2020,Jawa Tengah,Kab. Sukoharjo,184.54,3.22,15.51,11.65,17.74,130.23,5.89
2020,Kepulauan Bangka Belitung,Kota Pangkal Pinang,71.58,12.38,28.8,9.57,16.71,7.09,5.7
2020,Riau,Kab. Indragiri Hilir,299.93,0.9,4.07,2.88,6.7,0.0,0.0
2020,Kalimantan Utara,Kota Tarakan,99.36,4.14,24.84,2.07,6.9,0.69,37.13
2020,Kalimantan Barat,Kab. Ketapang,41.0,6.0,20.0,15.0,5.0,8.0,5.0
2020,Jawa Timur,Kota Probolinggo,48.47,0.43,12.38,2.98,1.03,1.78,0.63
2020,Maluku Utara,Kab. Pulau Morotai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,D.I. Yogyakarta,Kab. Sleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kalimantan Selatan,Kota Banjarmasin,332.48,3.55,76.68,26.49,56.32,10.64,0.3
2020,Sulawesi Selatan,Kab. Luwu Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Barat,Kota Bukittinggi,24.97,0.03,27.66,19.84,9.56,0.7,39.5
2020,Jambi,Kab. Merangin,16.0,4.0,17.0,8.0,2.0,2.2,2.0
2020,Jawa Tengah,Kab. Kendal,0.0,0.05,0.57,0.01,0.04,0.37,0.39
2020,Sulawesi Utara,Kota Kotamobagu,45.35,6.15,15.9,7.2,6.45,0.0,5.4
2020,Sumatera Selatan,Kota Prabumulih,43.86,5.25,21.4,14.44,6.68,1.59,1.24
2020,Kalimantan Selatan,Kab. Tabalong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Bali,Kab. Gianyar,398.71,4.61,16.15,0.0,7.17,48.96,2.08
2020,Jawa Timur,Kab. Blitar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sulawesi Selatan,Kab. Sidenreng Rappang,92.25,3.54,6.7,3.19,6.47,1.96,8.65
2020,Jawa Tengah,Kab. Sragen,127.9,43.6,121.3,26.74,154.35,57.69,2.73
2020,Kalimantan Barat,Kota Singkawang,2.06,0.21,1.5,1.3,8.52,0.29,0.08
2020,Sulawesi Barat,Kab. Mamuju,0.0,3.35,57.6,0.0,0.0,0.0,0.0
2020,Jambi,Kab. Tanjung Jabung Barat,13.0,2.0,8.0,4.0,6.0,1.0,6.0
2020,Kalimantan Tengah,Kab. Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Papua,Kab. Biak Numfor,27.47,3.64,9.75,3.08,3.57,6.62,0.0
2020,Sulawesi Tengah,Kota Palu,36.21,0.16,12.6,3.17,0.56,5.73,0.08
2020,Sumatera Utara,Kota Sibolga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Timur,Kab. Ponorogo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Timur,Kab. Probolinggo,18.6,1.0,15.0,5.7,3.6,5.2,2.6
2020,Aceh,Kab. Simeulue,26.13,4.36,5.66,3.48,2.18,0.44,1.31
2020,Sumatera Utara,Kab. Humbang Hasundutan,10.0,0.5,1.0,0.0,1.45,0.0,2.5
2020,Sulawesi Selatan,Kab. Bone,189.8,33.9,73.6,29.0,22.6,16.2,11.3
2020,Kepulauan Bangka Belitung,Kab. Belitung,32.53,0.75,12.74,4.8,0.08,0.67,0.59
2020,Kalimantan Barat,Kab. Sambas,235.97,0.9,37.6,0.0,0.0,0.0,0.0
2020,Kepulauan Riau,Kota Batam,602.61,79.51,2.15,41.58,3.11,91.52,16.99
2020,Gorontalo,Kab. Gorontalo,4.6,0.4,0.2,0.4,0.8,0.7,0.7
2020,DKI Jakarta,Kota Adm. Jakarta Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jambi,Kota Sungai Penuh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Barat,Kab. Pangandaran,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Lampung,Kota Bandar Lampung,40.9,8.2,17.3,18.1,6.3,5.8,3.4
2020,Sumatera Barat,Kota Solok,30.82,0.71,15.82,0.43,1.14,0.05,1.73
2020,Kalimantan Timur,Kab. Penajam Paser Utara,13.0,2.0,5.0,2.5,2.0,1.5,2.0
2020,Sulawesi Tenggara,Kab. Buton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Timur,Kota Kediri,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sulawesi Barat,Kab. Pasangkayu,1.2,0.2,0.9,0.0,0.7,0.0,9.0
2020,Jambi,Kab. Muaro Jambi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kota Magelang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Barat,Kab. Sumedang,240.0,5.0,100.0,20.0,20.0,25.0,31.0
2020,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,49.33,1.98,15.95,1.32,1.1,40.47,0.0
2020,Sulawesi Selatan,Kota Parepare,32.3,5.4,14.1,7.9,3.2,7.7,2.0
2020,DKI Jakarta,Kota Adm. Jakarta Pusat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kab. Pemalang,176.0,23.0,56.0,48.0,28.0,57.0,3.7
2020,Maluku Utara,Kab. Halmahera Utara,147.9,9.2,12.6,5.0,8.0,2.5,0.01
2020,Papua Selatan,Kab. Asmat,28.0,3.0,4.4,2.73,1.27,3.62,1.02
2020,Bengkulu,Kab. Lebong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Barat,Kab. Agam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Bali,Kab. Karangasem,14.92,1.2,5.5,2.07,35.06,0.0,60.0
2020,Jawa Tengah,Kab. Wonosobo,0.0,0.0,20520.0,6.4,0.0,0.0,0.0
2020,Sulawesi Selatan,Kab. Luwu,132.15,0.15,12.67,0.81,1.57,0.99,0.12
2020,Jawa Tengah,Kab. Rembang,52.28,3.68,1661.23,0.02,152.0,0.0,11.86
2020,Aceh,Kota Sabang,1.0,0.01,0.03,0.03,0.36,0.03,0.31
2020,Kalimantan Tengah,Kab. Barito Timur,5.94,0.0,4.5,0.0,1.4,0.5,0.7
2020,Kalimantan Selatan,Kab. Hulu Sungai Utara,2.9,0.3,22.6,1.0,5.45,0.5,2.53
2020,Jawa Timur,Kab. Nganjuk,54.19,1.23,8.86,1.63,32.69,0.69,0.71
2020,Riau,Kab. Siak,17.4,4.5,7.0,2.0,4.3,2.8,1.0
2020,Jawa Timur,Kota Mojokerto,77.5,4.5,7.5,3.9,2.1,4.5,0.0
2020,Papua Barat Daya,Kab. Raja Ampat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Barat,Kab. Dharmasraya,83.33,2.29,0.62,0.0,0.09,0.0,11.21
2020,Kepulauan Bangka Belitung,Kab. Belitung Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Riau,Kab. Kampar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kab. Jepara,89046.4,20353.5,63604.6,25441.8,33074.4,12720.9,10176.7
2020,Kalimantan Tengah,Kab. Kapuas,9.52,0.68,3.03,0.0,0.68,0.0,1.65
2020,Sulawesi Tengah,Kab. Donggala,3.0,0.5,2.0,1.5,1.69,1.0,1.0
2020,D.I. Yogyakarta,Kab. Gunungkidul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Barat,Kota Bandung,923.89,61.59,153.98,92.39,204.8,76.99,26.18
2020,Jawa Timur,Kab. Lumajang,175.51,0.53,129.89,4.76,142.98,17.49,30.31
2020,Kalimantan Timur,Kota Samarinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sulawesi Utara,Kab. Minahasa Tenggara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Papua,Kota Jayapura,165.15,46.1,23.21,9.61,6.7,2.5,0.0
2020,Sulawesi Selatan,Kab. Bulukumba,4.0,0.0,1550.0,0.05,0.75,0.0,0.08
2020,Nusa Tenggara Barat,Kab. Lombok Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kepulauan Riau,Kab. Karimun,70.7,5.3,17.7,5.3,35.4,28.1,14.7
2020,Kalimantan Barat,Kota Pontianak,99999.99,450.63,27136.66,11279.95,1098.42,0.0,211.24
2020,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Selatan,Kab. Banyuasin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kalimantan Selatan,Kab. Tapin,61.02,1.93,6.04,2.19,2.7,2.09,1.38
2020,Banten,Kota Tangerang Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Timur,Kab. Pacitan,12.9,0.0,15.1,1.3,0.9,1.6,1.2
2020,Jawa Barat,Kota Cimahi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Lampung,Kab. Lampung Barat,6.3,0.7,3.22,1.8,1.3,0.0,0.0
2020,Sulawesi Selatan,Kab. Pangkajene Kepulauan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kalimantan Timur,Kab. Paser,91.69,2.29,10.31,5.73,2.29,2.29,0.0
2020,Jawa Timur,Kab. Situbondo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kepulauan Bangka Belitung,Kab. Bangka Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kalimantan Barat,Kab. Sanggau,230.28,0.26,0.16,8.03,0.0,0.0,0.0
2020,Jawa Timur,Kab. Gresik,99999.99,100.0,3.4,2.0,5.0,20.0,20.0
2020,Jambi,Kab. Batanghari,75.5,1.25,29.3,3.4,2.7,2.1,8.35
2020,Jawa Timur,Kota Malang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Barat,Kab. Bandung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kalimantan Selatan,Kab. Balangan,26.64,5.12,9.86,6.68,2.7,3.86,1.28
2020,Kepulauan Bangka Belitung,Kab. Bangka,79.04,6.37,16.57,8.92,3.82,5.1,7.65
2020,Sumatera Barat,Kota Padang Panjang,34.66,0.36,6.76,1.52,1.56,0.0,1.34
2020,Kepulauan Riau,Kab. Kepulauan Anambas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Riau,Kota Dumai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kab. Temanggung,55.0,4.0,15.43,6.0,10.0,9.0,11.0
2020,Sulawesi Utara,Kota Tomohon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Utara,Kab. Deli Serdang,658.2,21.94,164.55,32.91,109.7,38.39,71.31
2020,Jawa Tengah,Kota Semarang,362.0,7.5,321.8,15.6,66.0,84.3,388.8
2020,Jawa Barat,Kab. Bekasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Selatan,Kota Palembang,799.13,14.21,99.65,146.15,88.52,15.17,9.3
2020,Sumatera Barat,Kab. Pesisir Selatan,86.1,16.0,28.3,1.5,18.0,3.6,0.0
2020,Bali,Kab. Badung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sulawesi Selatan,Kab. Wajo,28.27,0.71,8.05,1.67,0.32,0.3,19.08
2020,Sulawesi Tenggara,Kab. Kolaka,102.17,3.14,20.43,7.86,15.72,1.57,6.29
2020,Sulawesi Utara,Kab. Kepulauan Sangihe,25.0,8.0,8.0,9.0,12.0,0.0,9.0
2020,Aceh,Kab. Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kalimantan Tengah,Kab. Katingan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Barat,Kab. Cirebon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sulawesi Selatan,Kota Makassar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Aceh,Kab. Aceh Tengah,14991.9,5162.5,16551.0,11690.0,10562.5,99999.99,30108.5
2020,DKI Jakarta,Kab. Adm. Kep. Seribu,20.7,0.0,0.0,0.0,0.0,0.0,11.6
2020,Maluku,Kota Ambon,53.07,10.21,40.82,27.78,20.49,6.67,4.16
2020,Sumatera Utara,Kab. Dairi,2.26,0.12,2.64,0.0,0.55,0.36,0.0
2020,Banten,Kab. Serang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,D.I. Yogyakarta,Kab. Bantul,404.43,9.85,30.39,47.8,0.9,8.21,25.39
2020,Sulawesi Selatan,Kab. Enrekang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Nusa Tenggara Timur,Kota Kupang,106.6,16.02,41.3,22.13,15.5,8.66,4.48
2020,Jawa Timur,Kab. Ngawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Kalimantan Tengah,Kab. Kotawaringin Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,DKI Jakarta,Kota Adm. Jakarta Barat,834.24,430.73,63.0,83.63,0.0,141.27,22.05
2020,Jawa Tengah,Kab. Cilacap,724.6,0.48,44.61,0.17,8.89,6.1,6.12
2020,Sumatera Barat,Kota Padang,463.0,14.94,88.0,21.24,45.07,8.0,9.0
2020,Jawa Timur,Kab. Sumenep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kab. Brebes,25.0,3.0,40.0,5.0,5.0,11.0,11.0
2020,Papua Barat Daya,Kab. Sorong Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Bali,Kota Denpasar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Timur,Kab. Bondowoso,19.44,3.25,14.61,0.61,4.22,1.36,0.0
2020,Kalimantan Utara,Kab. Nunukan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jawa Tengah,Kab. Kudus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Barat,Kab. Tanah Datar,88.6,0.28,17.75,1.54,12.27,0.0,0.0
2021,Kalimantan Timur,Kota Balikpapan,336.66,9.02,29.66,42.03,21.9,6.28,19.39
2021,Riau,Kota Pekanbaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Barat,Kab. Majene,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Utara,Kab. Karo,49.25,35.94,60.14,35.94,24.9,24.25,13.98
2021,Kalimantan Tengah,Kab. Pulang Pisau,38.1,0.1,2.3,6.5,3.9,0.0,0.0
2021,Papua,Kab. Keerom,20.0,10.0,40.0,15.0,5.0,5.0,5.0
2021,Sulawesi Selatan,Kab. Kepulauan Selayar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Bali,Kab. Tabanan,0.0,0.0,530.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Trenggalek,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kepulauan Riau,Kab. Bintan,19.41,6.5,10.5,7.3,5.8,3.4,3.5
2021,Aceh,Kab. Gayo Lues,16.0,6.0,11.0,2.0,3.0,0.0,2.0
2021,Jawa Tengah,Kab. Semarang,20.0,10.0,30.0,10.0,10.0,10.0,10.0
2021,Maluku Utara,Kota Tidore Kepulauan,36.32,6.36,18.16,13.62,9.06,5.47,1.82
2021,Kalimantan Selatan,Kab. Barito Kuala,37.5,9.3,19.0,10.5,14.7,4.0,5.0
2021,D.I. Yogyakarta,Kota Yogyakarta,180.63,2.13,31.43,72.43,37.8,1.07,1.91
2021,Lampung,Kab. Lampung Tengah,50.0,5.0,35.0,5.0,5.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Maros,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Selatan,Kota Banjarbaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Barat,Kota Payakumbuh,77.8,0.75,9.29,6.76,3.33,0.35,0.54
2021,Kalimantan Barat,Kab. Mempawah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kota Blitar,68.08,0.7,2.1,1.4,1.1,0.4,1.4
2021,Jawa Tengah,Kab. Batang,135.0,22.0,60.0,48.0,24.0,19.0,15.0
2021,DKI Jakarta,Kota Adm. Jakarta Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Jeneponto,0.99,0.33,6.6,3.3,3.96,0.49,3.79
2021,Kalimantan Selatan,Kab. Tanah Bumbu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Lampung,Kota Metro,49.37,9.31,18.56,11.35,8.04,5.13,2.09
2021,Sumatera Barat,Kota Sawahlunto,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,Kota Adm. Jakarta Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,Kota Bitung,54.62,3.55,5.95,10.72,42.81,30.25,10.6
2021,Jawa Tengah,Kota Salatiga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Soppeng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Nusa Tenggara Barat,Kab. Sumbawa,134.92,7.78,12.97,5.19,72.65,12.97,12.97
2021,Sulawesi Selatan,Kota Palopo,6.7,0.5,13.0,3.9,3.6,3.0,3.0
2021,Aceh,Kota Langsa,10.0,2.2,14.0,12.0,12.08,2.5,0.0
2021,Kalimantan Tengah,Kab. Barito Utara,32.5,5.2,24.0,2.0,1.5,2.0,1.5
2021,Jawa Barat,Kab. Ciamis,281.8,23.0,94.9,97.8,28.8,23.0,23.0
2021,Sulawesi Tengah,Kab. Parigi Moutong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Papua Pegunungan,Kab. Lanny Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kepulauan Bangka Belitung,Kab. Bangka Selatan,25.0,2.0,7.0,5.0,10.0,15.0,16.0
2021,Sulawesi Selatan,Kab. Luwu Timur,46.2,11.2,22.7,11.3,5.9,5.9,16.8
2021,Jawa Timur,Kab. Tuban,136.8,0.7,129.0,70.88,55.95,95.62,15.0
2021,Jawa Tengah,Kab. Pati,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kepulauan Riau,Kota Tanjung Pinang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Maluku,Kab. Buru Selatan,5.11,0.41,2.51,9.92,1.57,0.0,1.05
2021,Sumatera Utara,Kab. Asahan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Tengah,Kota Palangkaraya,69.27,20.36,18.88,13.9,5.85,3.05,16.61
2021,D.I. Yogyakarta,Kab. Kulon Progo,0.43,0.0,0.23,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Kediri,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Pinrang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Nusa Tenggara Timur,Kab. Manggarai Barat,60.0,0.1,5.03,17.6,13.88,0.65,6.81
2021,Jawa Timur,Kab. Magetan,14.94,0.0,12.86,0.0,0.0,0.0,0.0
2021,Jambi,Kab. Bungo,16.7,1.5,67.3,1.5,1.2,2.6,64.6
2021,Sumatera Utara,Kab. Langkat,8.5,5.4,7.6,6.0,3.9,1.9,2.8
2021,Sumatera Utara,Kota Tebing Tinggi,74.66,9.43,21.17,8.81,4.36,3.67,0.39
2021,Jawa Timur,Kab. Pamekasan,240.0,3.0,10.0,6.0,5.0,2.5,6.0
2021,Jawa Tengah,Kab. Tegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
